idx,qa_key,question,question_type,baseline_label,raw_memory_count,suspected_counterevidence_count,top_suspicion_score,top_suspected_reason
2098,13:8:3,What new sport does Sharon plan to add to her academy's curriculum in 2026?,Generalization & Application,omission,20,1,4,"shared topic/object tokens: sport; negation/contrast cues: avoids, rather than"
2100,13:9:2,"What genre of movies did Sharon Brown develop a newfound appreciation for on May 20, 2026?",Basic Fact Recall,omission,20,3,7,"shared topic/object tokens: brown, sharon; shared entity/name anchor; temporal/update cues overlap with question timing"
2101,13:9:3,"What type of movies might Sharon Brown enjoy exploring during her retirement after May 20, 2026?",Generalization & Application,hallucination,20,4,7,"shared topic/object tokens: enjoy, movi; negation/contrast cues: avoids, rather than; weak preference contrast"
2102,13:10:1,"Did Sharon Brown decide against using energy drinks due to health concerns on Sep 12, 2026?",Memory Conflict,hallucination,20,3,7,"shared topic/object tokens: brown, sharon; shared entity/name anchor; temporal/update cues overlap with question timing"
2104,13:10:3,"How might Sharon Brown approach incorporating energy drinks into her routine considering her health condition after Sep 12, 2026?",Generalization & Application,hallucination,20,3,7,"shared topic/object tokens: brown, sharon; shared entity/name anchor; temporal/update cues overlap with question timing"
2105,13:11:1,What type of environment might Sharon Brown prefer for future travel experiences?,Generalization & Application,hallucination,20,2,4,shared topic/object tokens: prefer; negation/contrast cues: dislikes; weak preference contrast
2106,13:11:2,Did Sharon Brown visit the mountain cabin before a peaceful season in 2027?,Memory Conflict,omission,20,2,7,"shared topic/object tokens: brown, sharon; shared entity/name anchor; temporal/update cues overlap with question timing"
2107,13:11:3,Does Sharon Brown find nature retreats unimportant for her mental well-being as of January 2027?,Memory Conflict,correct,20,3,7,"shared topic/object tokens: brown, sharon; shared entity/name anchor; temporal/update cues overlap with question timing"
2108,13:12:1,"Did Sharon Brown decide to exclude homemade burgers from her diet after the summer barbecue on April 29, 2027?",Memory Conflict,omission,20,2,7,"shared topic/object tokens: brown, sharon; shared entity/name anchor; temporal/update cues overlap with question timing"
2110,13:12:3,"What type of new healthy fast food alternatives might Sharon explore after April 29, 2027?",Generalization & Application,omission,20,2,6,shared topic/object tokens: sharon; shared entity/name anchor; temporal/update cues overlap with question timing
2111,13:13:1,Did Sharon Brown attend a workshop on puzzle games because she disliked strategic thinking?,Memory Conflict,correct,20,3,7,"shared topic/object tokens: dislik, gam, puzzle, strategic; negation/contrast cues: dislikes; weak preference contrast"
2112,13:13:2,"What workshop did Sharon Brown attend on Aug 22, 2027?",Basic Fact Recall,omission,20,2,7,"shared topic/object tokens: brown, sharon; shared entity/name anchor; temporal/update cues overlap with question timing"
2113,13:13:3,"What role does Sharon Brown plan to enhance with puzzle games as of Aug 22, 2027?",Basic Fact Recall,omission,20,4,7,"shared topic/object tokens: brown, sharon; shared entity/name anchor; temporal/update cues overlap with question timing"
2115,13:18:2,"Was Sharon Brown's community engagement unrelated to her mentoring goals on September 25, 2027?",Memory Conflict,correct,20,2,7,"shared topic/object tokens: september, sharon; shared entity/name anchor; temporal/update cues overlap with question timing"
2116,13:18:3,"Did Sharon Brown feel unfulfilled by aligning her activities with her mentoring goals on October 05, 2027?",Memory Conflict,omission,20,2,7,"shared topic/object tokens: brown, sharon; shared entity/name anchor; temporal/update cues overlap with question timing"
2117,13:18:4,"Did Sharon Brown lack creative motivation in her sports academy initiatives on October 14, 2027?",Memory Conflict,correct,20,3,7,"shared topic/object tokens: brown, sharon; shared entity/name anchor; temporal/update cues overlap with question timing"
2118,13:18:5,What new wellness strategies might Sharon explore to further improve her health as of 2027-09-20?,Generalization & Application,correct,20,3,6,shared topic/object tokens: sharon; shared entity/name anchor; temporal/update cues overlap with question timing
2119,13:18:6,How might Sharon integrate her expanded social network into her mentoring plans as of 2027-09-25?,Generalization & Application,correct,20,2,6,shared topic/object tokens: sharon; shared entity/name anchor; temporal/update cues overlap with question timing
2120,13:18:7,What types of community events could Sharon plan to align with her mentoring goals as of 2027-10-05?,Generalization & Application,omission,20,2,6,shared topic/object tokens: sharon; shared entity/name anchor; temporal/update cues overlap with question timing
2121,13:18:8,What role does Sharon's social network play in her mentoring initiatives as of 2027-10-14?,Generalization & Application,correct,20,3,5,shared entity/name anchor; temporal/update cues overlap with question timing
2122,13:18:9,What strategies might Sharon use to inspire young athletes about health and wellness as of 2027-09-20?,Generalization & Application,hallucination,20,2,6,shared topic/object tokens: sharon; shared entity/name anchor; temporal/update cues overlap with question timing
2124,13:18:11,"What was Sharon Brown's salary as a Senior Consultant before September 14, 2027?",Memory Boundary,omission,20,3,7,"shared topic/object tokens: september, sharon; shared entity/name anchor; temporal/update cues overlap with question timing"
2126,13:19:1,"What genre of music might Sharon Brown enjoy at a sports event after Dec 13, 2027?",Generalization & Application,hallucination,20,6,7,"shared topic/object tokens: enjoy, sport; negation/contrast cues: avoids, rather than; weak preference contrast"
2127,13:19:2,"How might Sharon Brown use alternative rock music for self-expression after Dec 13, 2027?",Generalization & Application,omission,20,2,7,"shared topic/object tokens: brown, sharon; shared entity/name anchor; temporal/update cues overlap with question timing"
2128,13:19:3,"What type of music did Sharon Brown develop a newfound appreciation for on December 13, 2027?",Basic Fact Recall,omission,20,3,7,"shared topic/object tokens: brown, sharon; shared entity/name anchor; temporal/update cues overlap with question timing"
2129,13:20:1,"What is Sharon Brown's middle name as of Apr 06, 2028?",Memory Boundary,correct,20,2,7,"shared topic/object tokens: name, sharon; shared entity/name anchor; temporal/update cues overlap with question timing"
2130,13:20:2,"What sport did Sharon Brown attend a live match for on April 06, 2028?",Basic Fact Recall,omission,20,3,7,"shared topic/object tokens: brown, sharon; shared entity/name anchor; temporal/update cues overlap with question timing"
2131,13:20:3,"After attending a live match on April 06, 2028, what aspects of cricket does Sharon Brown appreciate?",Basic Fact Recall,omission,20,2,7,"shared topic/object tokens: brown, sharon; shared entity/name anchor; temporal/update cues overlap with question timing"
2132,13:21:1,"What is Sharon Brown's middle name as of July 29, 2028?",Memory Boundary,omission,20,2,7,"shared topic/object tokens: name, sharon; shared entity/name anchor; temporal/update cues overlap with question timing"
2133,13:21:2,"What type of movies might Sharon prefer to explore after July 29, 2028, given her evolving preferences?",Generalization & Application,hallucination,20,4,6,"shared topic/object tokens: movi; negation/contrast cues: avoids, rather than; weak preference contrast"
2134,13:22:1,"Did Sharon Brown decide to completely avoid soda during social gatherings as of Nov 21, 2028?",Memory Conflict,omission,20,3,7,"shared topic/object tokens: brown, sharon; shared entity/name anchor; temporal/update cues overlap with question timing"
2136,13:22:3,"What might Sharon Brown consider when choosing beverages at future social events after Nov 21, 2028?",Generalization & Application,correct,20,2,7,"shared topic/object tokens: brown, sharon; shared entity/name anchor; temporal/update cues overlap with question timing"
2137,13:23:1,"What is Sharon Brown's middle name as of Mar 15, 2029?",Memory Boundary,correct,20,2,7,"shared topic/object tokens: name, sharon; shared entity/name anchor; temporal/update cues overlap with question timing"
2138,13:23:2,"Did Sharon Brown express a preference for road trips across Canada over international travel on March 15, 2029?",Memory Conflict,omission,20,4,9,"shared topic/object tokens: acros, canada, road, travel, trip; shared entity/name anchor; weak preference contrast"
2139,13:23:3,"What is Sharon Brown's current travel preference as of March 15, 2029?",Basic Fact Recall,hallucination,20,2,6,shared topic/object tokens: sharon; shared entity/name anchor; temporal/update cues overlap with question timing
2140,13:25:1,"What is Sharon's favorite international cuisine as of Jul 07, 2029?",Memory Boundary,correct,20,2,5,shared entity/name anchor; temporal/update cues overlap with question timing
2141,13:25:2,"Who accompanied Sharon to the cooking class on Jul 07, 2029?",Memory Boundary,correct,20,2,6,shared topic/object tokens: sharon; shared entity/name anchor; temporal/update cues overlap with question timing
2142,13:25:3,"Did Sharon express a dislike for incorporating spices into her cooking on Jul 07, 2029?",Memory Conflict,omission,20,2,6,shared topic/object tokens: sharon; shared entity/name anchor; temporal/update cues overlap with question timing
2143,13:28:1,"Did Sharon Brown express discomfort and a lack of interest in VR games after October 30, 2029?",Memory Conflict,correct,20,3,7,"shared topic/object tokens: brown, sharon; shared entity/name anchor; temporal/update cues overlap with question timing"
2144,13:28:2,"How might Sharon Brown use VR technology to enhance sports training at her academy after Oct 30, 2029?",Generalization & Application,omission,20,3,7,"shared topic/object tokens: brown, sharon; shared entity/name anchor; temporal/update cues overlap with question timing"
2145,13:28:3,"What is Sharon Brown's middle name as of Oct 30, 2029?",Memory Boundary,correct,20,2,7,"shared topic/object tokens: name, sharon; shared entity/name anchor; temporal/update cues overlap with question timing"
