idx,qa_key,question,question_type,baseline_label,r3a_triggered,memory_index,memory_text,topic_overlap_score,negation_or_contrast_score,temporal_conflict_score,preference_reversal_score,event_denial_score,total_suspicion_score,suspected_reason,r3a_rejected_reason_if_available,priority_group,manual_has_retrieved_counterevidence,manual_counterevidence_label,manual_should_r3a_trigger,manual_failure_source,manual_notes
3283,19:77:1,"Did Barbara prefer solo trail running over group running as of February 24, 2043?",Memory Conflict,omission,True,3,"Assistant noted that Barbara removed 'flashy attire' from her list of disliked clothing preferences after attending a recent scientific conference, emphasizing a shift toward understated professional attire.",3,1,2,5,0,11,shared topic/object tokens: barbara; shared entity/name anchor; negation/contrast cues: disliked; temporal/update cues overlap with question timing; possible preference polarity reversal,slot_mismatch,P4_memory_conflict_r3a_triggered,,,,,
904,6:12:1,"Did Donna express disinterest in plant-based meals during the workshop on December 15, 2027?",Memory Conflict,correct,True,3,"User's father was born on December 15, 1966, is a retired engineer, and inspired Donna's interest in technology.",3,1,2,5,0,11,shared topic/object tokens: december; shared entity/name anchor; negation/contrast cues: retired; temporal/update cues overlap with question timing; possible preference polarity reversal,premise_anchor_mismatch,P4_memory_conflict_r3a_triggered,,,,,
802,5:36:1,"Did Donna Gonzalez visit the aquarium on April 5, 2033, to explore her dislike for fish?",Memory Conflict,omission,True,2,"User's mother, born May 6, 1952, is a former concert pianist who instilled a love for classical music in Donna.",3,0,2,5,0,10,shared topic/object tokens: donna; shared entity/name anchor; temporal/update cues overlap with question timing; possible preference polarity reversal,slot_mismatch,P4_memory_conflict_r3a_triggered,,,,,
802,5:36:1,"Did Donna Gonzalez visit the aquarium on April 5, 2033, to explore her dislike for fish?",Memory Conflict,omission,True,5,"User's father, born May 6, 1952, is a retired music teacher who inspired Donna's early interest in music.",2,1,2,5,0,10,shared entity/name anchor; negation/contrast cues: retired; temporal/update cues overlap with question timing; possible preference polarity reversal,premise_anchor_mismatch,P4_memory_conflict_r3a_triggered,,,,,
844,5:52:1,"Did Donna Gonzalez express disinterest in historical strategy games on Oct 15, 2036?",Memory Conflict,omission,True,9,"User's father, born May 6, 1952, is a retired music teacher who inspired Donna's early interest in music.",2,1,2,5,0,10,shared entity/name anchor; negation/contrast cues: retired; temporal/update cues overlap with question timing; possible preference polarity reversal,premise_anchor_mismatch,P4_memory_conflict_r3a_triggered,,,,,
844,5:52:1,"Did Donna Gonzalez express disinterest in historical strategy games on Oct 15, 2036?",Memory Conflict,omission,True,12,"User's mother, born May 6, 1952, is a former concert pianist who instilled a love for classical music in Donna.",3,0,2,5,0,10,shared topic/object tokens: donna; shared entity/name anchor; temporal/update cues overlap with question timing; possible preference polarity reversal,slot_mismatch,P4_memory_conflict_r3a_triggered,,,,,
1855,11:39:3,"Did Michelle Hernandez express disinterest in science fiction films about ethical dilemmas on Aug 06, 2033?",Memory Conflict,omission,True,1,"User enjoys watching technology documentaries for insights into future innovations, psychological thrillers for complex characters and unexpected twists that challenge analytical skills, and science‑fiction films for exploring human advancement possibilities and ethical dilemmas.",5,0,0,5,0,10,"shared topic/object tokens: dilemma, ethical, fiction, film, science; possible preference polarity reversal; selected_by_r3a",,P4_memory_conflict_r3a_triggered,,,,,
3450,20:61:2,"Did Christopher express disinterest in documentaries about social issues on Mar 20, 2035?",Memory Conflict,omission,True,5,"Assistant noted that Christopher rediscovered his appreciation for scenic train journeys with solitude and introspection on April 8, 2026, emphasizing the calming rhythmic sound and passing landscapes.",3,0,2,5,0,10,shared topic/object tokens: christopher; shared entity/name anchor; temporal/update cues overlap with question timing; possible preference polarity reversal,slot_mismatch,P4_memory_conflict_r3a_triggered,,,,,
968,6:36:2,"Did Donna express disinterest in science fiction films during her tech conference on Sep 02, 2033?",Memory Conflict,hallucination,True,1,"User's father was born on December 15, 1966, is a retired engineer, and inspired Donna's interest in technology.",2,1,2,5,0,10,shared entity/name anchor; negation/contrast cues: retired; temporal/update cues overlap with question timing; possible preference polarity reversal,premise_anchor_mismatch,P4_memory_conflict_r3a_triggered,,,,,
759,5:19:2,"Did Donna Gonzalez express disinterest in musical puzzle games on Apr 15, 2029?",Memory Conflict,correct,True,4,"User's father, born May 6, 1952, is a retired music teacher who inspired Donna's early interest in music.",2,1,2,5,0,10,shared entity/name anchor; negation/contrast cues: retired; temporal/update cues overlap with question timing; possible preference polarity reversal,premise_anchor_mismatch,P4_memory_conflict_r3a_triggered,,,,,
759,5:19:2,"Did Donna Gonzalez express disinterest in musical puzzle games on Apr 15, 2029?",Memory Conflict,correct,True,6,"User's mother, born May 6, 1952, is a former concert pianist who instilled a love for classical music in Donna.",3,0,2,5,0,10,shared topic/object tokens: donna; shared entity/name anchor; temporal/update cues overlap with question timing; possible preference polarity reversal,slot_mismatch,P4_memory_conflict_r3a_triggered,,,,,
2114,13:18:1,"Did Sharon Brown's physical health status remain 'Affected' after September 20, 2027?",Memory Conflict,correct,True,2,"User's physical health status changed from ""Normal"" to ""Affected"" (later noted as ""Improving"") due to the chronic condition, prompting focus on recovery and mental resilience.",6,1,3,0,0,10,"shared topic/object tokens: affect, health, physical, statu; shared entity/name anchor; negation/contrast cues: changed; temporal/update cues overlap with question timing",,P4_memory_conflict_r3a_triggered,,,,,
2356,14:42:2,"Did Williams Daniel express disinterest in the cultural significance of Earl Grey tea on March 14, 2032?",Memory Conflict,correct,True,2,"User likes Earl Grey tea because its rich history, traditional roots, and distinctive bergamot aroma provide a comforting sense of nostalgia.",5,0,0,5,0,10,"shared topic/object tokens: earl, grey, tea; shared entity/name anchor; possible preference polarity reversal",,P4_memory_conflict_r3a_triggered,,,,,
2356,14:42:2,"Did Williams Daniel express disinterest in the cultural significance of Earl Grey tea on March 14, 2032?",Memory Conflict,correct,True,6,"User's father was born on June 16, 1954, is a retired history professor, and inspired Williams's love for historical accuracy.",2,1,2,5,0,10,shared entity/name anchor; negation/contrast cues: retired; temporal/update cues overlap with question timing; possible preference polarity reversal,premise_anchor_mismatch,P4_memory_conflict_r3a_triggered,,,,,
1113,7:26:2,"Did Taylor David maintain a blanket dislike for all fast food after Nov 19, 2030?",Memory Conflict,omission,True,3,"User's father was born on November 6, 1979, works in the healthcare industry, and his career inspired Taylor's interest in health.",2,0,2,5,0,9,shared entity/name anchor; temporal/update cues overlap with question timing; possible preference polarity reversal,premise_anchor_mismatch,P4_memory_conflict_r3a_triggered,,,,,
1194,7:59:3,"Did Taylor David express dislike for natural snacks on Jan 24, 2038?",Memory Conflict,omission,True,3,"User's father was born on November 6, 1979, works in the healthcare industry, and his career inspired Taylor's interest in health.",2,0,2,5,0,9,shared entity/name anchor; temporal/update cues overlap with question timing; possible preference polarity reversal,premise_anchor_mismatch,P4_memory_conflict_r3a_triggered,,,,,
3063,18:55:3,"Did Karen Brown express dislike for melodic heavy metal on December 7, 2038?",Memory Conflict,correct,True,2,"User prefers ambient music for its calming, focus‑enhancing atmosphere while working, and does not like heavy metal because its aggressive sound is distracting and unsuitable for her peaceful work environment.",2,2,0,5,0,9,"shared topic/object tokens: heavy, metal; negation/contrast cues: does not, not; possible preference polarity reversal; selected_by_r3a",,P4_memory_conflict_r3a_triggered,,,,,
1480,9:19:1,"Did Jennifer Martin maintain her dislike for self-help books after the seminar on May 27, 2028?",Memory Conflict,omission,True,3,"User dislikes romantic novels because they lack intellectual stimulation and practical insights, enjoys reading books on cloud computing for work‑relevant knowledge, reads tech industry magazines to stay updated on news and innovations, and avoids self‑help books as they are overly generic and not actionable.",3,3,0,2,0,8,"shared topic/object tokens: book, help, self; negation/contrast cues: avoids, dislikes, not; weak preference contrast; selected_by_r3a",,P4_memory_conflict_r3a_triggered,,,,,
2220,13:55:1,"Did Sharon Brown express a dislike for romantic comedies during her discussion on February 26, 2035?",Memory Conflict,omission,True,2,"On May 20, 2026, User watched a romantic comedy with a unique storyline and humor, which surprised them and sparked a new appreciation for the genre.",1,0,2,5,0,8,shared topic/object tokens: romantic; temporal/update cues overlap with question timing; possible preference polarity reversal,slot_mismatch,P4_memory_conflict_r3a_triggered,,,,,
2639,16:23:1,"Did Oleksandr Shevchenko express disinterest in modern adaptations of traditional Ukrainian clothing on June 03, 2029?",Memory Conflict,omission,True,2,"User dislikes flashy clothing, preferring subtlety and elegance that align with his professional demeanor; he likes traditional Ukrainian clothing for its cultural significance, intricate designs, and the pride it brings, enjoys tailored suits because they convey professionalism, confidence, and preparedness, and appreciates comfortable casual wear that allows freedom of movement and relaxation during long work hours.",5,1,0,2,0,8,"shared topic/object tokens: cloth, traditional, ukrainian; shared entity/name anchor; negation/contrast cues: dislikes; weak preference contrast; selected_by_r3a",,P4_memory_conflict_r3a_triggered,,,,,
2070,12:73:2,"Did Joseph Garcia prefer Earl Grey tea over chamomile tea on December 18, 2043?",Memory Conflict,hallucination,True,1,"User prefers classic cocktails, Earl Grey tea, red wine, champagne, and espresso, valuing their nostalgic charm, refined taste, cinematic pairing, celebratory feel, and energizing flavor respectively.",6,0,0,2,0,8,"shared topic/object tokens: earl, grey, prefer, tea; shared entity/name anchor; weak preference contrast; selected_by_r3a",,P4_memory_conflict_r3a_triggered,,,,,
